,X,X.x,collarid,Number_of_fixes,Date_Start,DateStop,Duration,Variogram_inspection,Variogram_inspection_MBB,VariogramInspection_Jared,VariogramNotes_Jared,collartype,Name,giraffeid,duplicate,collarid_2,unit_ID,Attachment,species,subspecies,taxa,utm_zone,epsg,gmt_diff,Country,Park_location,year,Operation,date_collared,sex,age_class,LAST_FIX,failure_class,ID,model,tau_pos_lcl,tau_pos_ucl,tau_vel_lcl,tau_vel_ucl,tau_vel_ml,speed_lcl,speed_ucl,speed_ml,DOF_mean,DOF_area,DOF_speed,X.y,file_name,akde_95_lcl,akde_95_ML,akde_95_ucl,akde_95_DOF_area,akde_95_DOF_bandwidth,akde_50_lcl,akde_50_ML,akde_50_ucl,akde_50_DOF_area,akde_50_DOF_bandwidth,ProtectedArea,temp_mean,temp_sd,ndvi_mean,ndvi_sd,Bare,Closed.Deciduous.Forest,Closed.Evergreen.Forest,ClosedToOpen.herbaceous,ClosedToOpen.SemiDeciduous.Forest,ClosedToOpen.shrubland,Flooded.Forest_ClosedToOpen,Flooded.Grassland,Mosaic.Croplands,Mosaic.ForestShrubland,Mosaic.grassland,Mosaic.Vegetation,Open.Deciduous.Forest,Open.Evergreen.Forest,Rainfed.Croplands,Spare.Vegetation,Urban,Water,habitat,hfp2009_mean,hfp2009_sd,human_density_mean,human_density_sd,woody_mean,woody_sd,cop_bare_mean,cop_bare_sd,cop_tree_mean,cop_tree_sd,cop_shrub_mean,cop_shrub_sd
157,157,173,IRI2016-3448,1799,2/1/2020,4/16/2020,75,good,good,1,0,IP103,,IRI2016-3448,no,iri2016-3448,3448,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Tarangire,2020,TZ_2020,2/1/2020,female,,4/16/2020,fell off,IRI2016-3448,OUF anisotropic,0.813884181,1.472121243,20.65103113,26.23840944,23.27767622,7.505627593,8.015299032,7.760520454,34.71749105,63.7508359,890.4675812,2,0,6.438823868,8.365333167,10.54012983,63.7508359,157.8380729,6.438823868,8.365333167,10.54012983,63.7508359,157.8380729,0.008337966,21.14148398,6.273203429,0.535862188,0.095247974,0,0.006114508,0,0,0,0.001111729,0.055586437,0,0,0,0,0.412451362,0.489160645,0,0.03557532,0,0,0,Open Deciduous Forest,6.846173648,1.248657245,28.77203739,0.283293859,9.976097832,14.10239789,2.198999444,4.054327821,6.262923847,3.583008739,20.33129516,4.475153758
158,158,174,IRI2016-3456,6811,2/2/2020,11/12/2020,284,good,lessthanstellar,1,0,IP103,,IRI2016-3456,no,iri2016-3456,3456,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Tarangire,2020,TZ_2020,2/2/2020,female,,11/12/2020,fell off,IRI2016-3456,OUF anisotropic,6.023083279,15.4697207,22.79563837,25.52581709,24.12213289,8.231867729,8.500024152,8.365960696,15.68042327,27.43050623,3738.802847,3,0,55.24289957,83.52394185,117.5576937,27.43050623,51.7443062,55.24289957,83.52394185,117.5576937,27.43050623,51.7443062,0.832623697,27.68644043,5.903652406,0.504249655,0.158752422,0,0.076493907,0,0.001615035,0,0.007341066,0,0,0,0,0,0.659374541,0.184407576,0.006313317,0.064307737,0,0,0.000146821,Mosaic Vegetation,6.820656768,0.894394916,36.65900716,7.00106524,12.93231537,12.7948101,0.834679195,1.13104949,13.05241521,3.745271866,23.72823374,3.777162238
159,159,175,IRI2016-3451,3295,2/6/2020,6/28/2020,143,good,ok,1,"No great, but okay",IP103,,IRI2016-3451,no,iri2016-3451,3451,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Serengeti,2020,TZ_2020,2/6/2020,female,,6/28/2020,fell off,IRI2016-3451,OUF anisotropic,2.208032511,301.5747334,23.78050473,27.8099931,25.71644751,8.67915928,9.062888057,8.871052122,3.762581242,4.613293458,2052.879087,5,0,100.2490936,327.7530523,687.5748494,4.613293458,6.089766519,100.2490936,327.7530523,687.5748494,4.613293458,6.089766519,1,26.09590089,6.751769456,0.638670288,0.074439219,0,0,0,0.391146149,0,0.268041237,0,0,0,0.013038205,0,0.262886598,0.064887811,0,0,0,0,0,ClosedToOpen herbaceous,6.443162906,2.128460981,2.110608397,1.58E-07,11.13778452,9.355546132,0.096509863,0.513127565,8.501062215,4.275349284,21.415478,4.469494885
160,160,176,IRI2016-3453,3479,2/6/2020,6/30/2020,145,good,lessthanstellar,1,Probably gong to be okay,IP103,,IRI2016-3453,no,iri2016-3453,3453,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Serengeti,2020,TZ_2020,2/6/2020,female,,6/30/2020,fell off,IRI2016-3453,OUF anisotropic,4.654403805,75.93440455,32.41519752,36.92050484,34.59458711,12.75476506,13.20588334,12.9803511,4.848918744,6.822833866,3180.284983,7,0,271.4467965,684.9960895,1286.618011,6.822833866,9.108241202,271.4467965,684.9960895,1286.618011,6.822833866,9.108241202,1,24.90078012,6.333055949,0.617128358,0.090686646,0,0,0,0.544409313,0,0.090255821,0,0,0,0.006611095,0,0.355274504,0.003449267,0,0,0,0,0,ClosedToOpen herbaceous,8.659123823,3.247379017,5.53815052,5.748897228,5.755676919,6.065445389,0.037941937,0.356888857,5.975855131,3.36968745,18.18942225,4.665713424
161,161,177,IRI2016-3447,12415,2/6/2020,9/1/2021,573,good,good,1,0,IP103,,IRI2016-3447,no,iri2016-3447,3447,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Serengeti,2020,TZ_2020,2/6/2020,female,,9/1/2021,fell off,IRI2016-3447,OUF anisotropic,0.618094373,3.182405994,35.61188806,37.91888844,36.74728848,14.59602568,14.84876801,14.7224043,7.912024408,12.31290995,13034.43749,3,0,892.7514812,1710.851891,2790.579819,12.31290995,18.84733224,892.7514812,1710.851891,2790.579819,12.31290995,18.84733224,1,24.89574324,6.766734108,0.528304296,0.169443395,0,0,0,0.655001819,0,0.077773736,0,0,0,0.007202619,0,0.243724991,0.016296835,0,0,0,0,0,ClosedToOpen herbaceous,7.515039892,2.444191155,12.69543315,6.538842696,4.454274282,6.237394222,0.122371772,0.655424813,5.202182612,2.923913071,16.41062204,4.258597833
162,162,178,IRI2016-3444,9518,2/7/2020,1/1/2022,694,good,ok,1,0,IP103,,IRI2016-3444,no,iri2016-3444,3444,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Serengeti,2020,TZ_2020,2/7/2020,female,,12/31/2022,active,IRI2016-3444,OUF anisotropic,0.466308571,2.799520077,28.25946649,30.71845491,29.46331867,13.67092348,13.98539368,13.82817087,6.871366714,10.9956827,7427.748206,2,0,588.5969758,1179.277912,1971.749377,10.9956827,15.29440836,588.5969758,1179.277912,1971.749377,10.9956827,15.29440836,1,25.11701814,6.443908593,0.55717252,0.131516952,0,0,0,0.622728705,0,0.106186325,0,0,0,0.014179183,0,0.238525365,0.018380422,0,0,0,0,0,ClosedToOpen herbaceous,6.950239864,2.568002919,5.339628988,5.792197455,8.12281992,8.969127484,0.065139735,0.429501223,6.382013028,3.692712404,19.2352385,4.591432751
163,163,179,IRI2016-3452,12721,2/7/2020,1/1/2022,694,good,lessthanstellar,1,0,IP103,,IRI2016-3452,no,iri2016-3452,3452,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Serengeti,2020,TZ_2020,2/7/2020,female,,12/31/2022,fell off,IRI2016-3452,OUF anisotropic,5.802260135,9.568424472,29.69018726,31.81840549,30.7358816,8.864558629,9.032239687,8.948404558,41.71298334,79.51889225,10939.88981,6,0,88.32196731,111.4684335,137.2678985,79.51889225,199.1738418,88.32196731,111.4684335,137.2678985,79.51889225,199.1738418,1,25.9568117,6.825006196,0.503909379,0.145353176,0,0.001577761,0,0.452742299,0,0.126296018,0,0,0,7.51E-05,0,0.377235162,0.042073629,0,0,0,0,0,ClosedToOpen herbaceous,8.358691451,2.391036295,2.29675745,0.93017694,10.91786278,12.24854468,0.07980762,0.435122342,7.139325167,4.707750079,19.14593823,4.547646681
164,164,180,IRI2016-3443,5848,2/7/2020,12/10/2020,307,good,good,1,0,IP103,,IRI2016-3443,no,iri2016-3443,3443,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Serengeti,2020,TZ_2020,2/7/2020,female,,12/10/2020,fell off,IRI2016-3443,OUF anisotropic,7.677689401,25.5384354,24.87066335,27.9381629,26.35983012,8.771960124,9.058004808,8.914998222,11.86543776,18.98826774,3731.230279,1,0,101.0324398,167.8394361,251.3258097,18.98826774,29.52042569,101.0324398,167.8394361,251.3258097,18.98826774,29.52042569,1,26.51664652,6.837235694,0.565503403,0.130274055,0,0,0,0.448871409,0,0.252735978,0,0,0,0.043262654,0,0.206053352,0.049076607,0,0,0,0,0,ClosedToOpen herbaceous,6.220633798,2.184520554,2.110608401,1.56E-07,11.75649795,9.851117223,0.034028728,0.299428874,8.724692202,4.186411322,22.00119699,4.357329037
165,165,181,IRI2016-3450,9045,2/7/2020,3/10/2021,397,good,good,1,0,IP103,,IRI2016-3450,no,iri2016-3450,3450,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Serengeti,2020,TZ_2020,2/7/2020,female,,3/10/2021,fell off,IRI2016-3450,OUF anisotropic,9.701233384,29.58201376,26.9586218,29.435435,28.16982002,10.91525623,11.1823223,11.04880036,12.69705279,21.16763573,6574.735487,4,0,229.2201,369.5088925,542.7510512,21.16763573,36.05623788,229.2201,369.5088925,542.7510512,21.16763573,36.05623788,1,26.43271859,6.754284191,0.572034988,0.123305722,0,0,0,0.084024323,0,0.309121061,0,0,0,0.046545053,0,0.140851299,0.419458264,0,0,0,0,0,Open Deciduous Forest,6.263943445,2.090277861,2.110608353,8.20E-08,10.26987286,9.470608181,0.047982311,0.316712659,9.521614151,5.273134874,19.03825318,4.702455488
166,166,182,IRI2016-3473,7351,2/21/2020,1/1/2022,680,good,ok,1,0,IP103,GIR43F,Mwambe,no,iri2016-3473,3473,OssiUnit,camelopardalis,antiquorum,camelopardalis_antiquorum,33S,32735,2,DRC,COD_Garamba,2020,DRC_2020,2/21/2020,female,,12/31/2022,active,IRI2016-3473,OUF anisotropic,0,6.243762286,34.3115487,37.43735869,35.8403928,13.89848598,14.23253739,14.06552531,2.804975719,3.808813533,6810.376872,3,0,1100.940185,4217.585494,9388.4331,3.808813533,4.04347154,1100.940185,4217.585494,9388.4331,3.808813533,4.04347154,1,27.26503201,5.85920866,0.625794041,0.137308187,0,0,0,0,0.032100109,0.732045702,0.065288357,0,0.075217628,0.003400435,0.00421654,0.01890642,0.06882481,0,0,0,0,0,ClosedToOpen shrubland,3.21955212,2.267623399,5.50275395,0.215079459,12.07835669,8.525486932,0.029927901,0.222971845,10.86042715,5.478651185,24.16637192,3.472957279
167,167,183,IRI2016-3472,5238,2/21/2020,6/7/2021,472,good,ok,1,Strange variogram estimate,IP103,GIR20F,Ume,no,iri2016-3472,3472,OssiUnit,camelopardalis,antiquorum,camelopardalis_antiquorum,33S,32735,2,DRC,COD_Garamba,2020,DRC_2020,2/21/2020,female,,6/7/2021,fell off,IRI2016-3472,OUF anisotropic,13.4432193,52.52298654,34.91454836,38.55655001,36.69038743,12.73363229,13.0993222,12.91649502,9.85195232,15.88669039,4792.309784,2,0,537.1003745,941.8045745,1458.288392,15.88669039,10.60746844,537.1003745,941.8045745,1458.288392,15.88669039,10.60746844,1,28.12558362,5.939570804,0.684399727,0.171865519,0,0,0,0,0.021946565,0.640648855,0.046946565,0,0.017748092,0.002099237,0.005343511,0.113740458,0.151526718,0,0,0,0,0,ClosedToOpen shrubland,3.653908983,1.529423505,12.45336427,11.36970676,20.93146239,16.82321334,0.005727377,0.110398949,15.5318824,12.6869309,27.52310042,5.693506964
168,168,184,IRI2016-3471,1521,2/24/2020,1/1/2022,677,good,good,1,0,IP103,GIR42F,Sambo,no,iri2016-3471,3471,OssiUnit,camelopardalis,antiquorum,camelopardalis_antiquorum,35N,32735,2,DRC,COD_Garamba,2020,DRC_2020,2/24/2020,female,,12/31/2022,active,IRI2016-3471,OUF anisotropic,3.791039699,6.237125504,29.74234371,42.76388202,35.66368009,9.304318757,10.71969173,10.01233769,46.81218345,85.10896034,192.0692122,1,0,68.17343669,85.33563136,104.3955657,85.10896034,129.740242,68.17343669,85.33563136,104.3955657,85.10896034,129.740242,1,26.2401066,5.174517406,0.651695225,0.185062377,0,0,0,0,0.491792515,0.011818779,0,0,0.011818779,0,0,0.022980959,0.461588969,0,0,0,0,0,ClosedToOpen SemiDeciduous Forest,2.847486276,0.762701689,5.498408749,1.40E-07,49.07495069,21.37945792,0,0,35.90401052,15.68153426,28.26035503,5.029838559
169,169,185,IRI2016-3458,12,2/1/2020,3/26/2020,54,bad,,#N/A,#N/A,IP103,,IRI2016-3458,no,iri2016-3458,3458,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Tanzania,TZA_Tarangire,2020,TZ_2020,2/1/2020,female,,3/26/2020,sudden failure,IRI2016-3458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26.1,0,0.463658333,0.203793489,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0,0,0,0,0,Mosaic Vegetation,9.272073174,2.101450662,37.42507935,0,23.08333333,15.57070871,0.666666667,0.984731928,8.5,1.678744119,25.25,6.593729804
170,170,186,IRI2016-3445,11823,6/24/2020,1/1/2022,556,good,good,1,Probably gong to be okay,IP103,,IRI2016-3445,no,iri2016-3445,3445,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Damaraland,2020,Damara_2020,6/24/2020,female,,12/31/2022,active,IRI2016-3445,OUF anisotropic,13.67139381,20.36248257,46.72990377,49.61237114,48.14957247,19.14839186,19.48155717,19.31498439,21.2902909,35.91062425,12911.00032,5,0,829.6045875,1185.065412,1602.912697,35.91062425,81.15165986,829.6045875,1185.065412,1602.912697,35.91062425,81.15165986,0,26.02105,7.370237874,0.132323721,0.025755372,0.080257543,0,0,0.916672906,0,0,0,0,0,0,0,7.49E-05,0,0,0,0.002994684,0,0,ClosedToOpen herbaceous,5.2465342,2.602697945,0.625053095,0.174356644,9.837463502,11.51897965,49.92400988,20.64126535,0.846148087,2.331195824,12.43879614,5.4832453
171,171,187,IRI2016-3449,4147,6/24/2020,1/1/2022,556,good,good,1,0,IP103,,IRI2016-3449,no,iri2016-3449,3449,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Damaraland,2020,Damara_2020,6/24/2020,female,,12/31/2022,active,IRI2016-3449,OUF anisotropic,6.084009744,10.58443345,1.032069319,1.150759158,1.089799624,19.28369057,19.93918244,19.61147411,15.07299228,21.88477245,3438.440759,6,0,526.132439,840.6898462,1227.772822,21.88477245,47.80107609,526.132439,840.6898462,1227.772822,21.88477245,47.80107609,0,23.70840231,9.054931439,0.12039152,0.012850384,0.093998554,0,0,0.877078814,0,0,0,0,0,0,0,0,0,0,0,0.028922632,0,0,ClosedToOpen herbaceous,6.063510255,2.882251785,0.49325058,0.099812728,5.01446829,4.978030167,66.96744635,14.65809571,0.218712322,0.877525014,7.302869544,4.076617754
172,172,188,IRI2016-3461,11130,7/23/2020,1/1/2022,527,good,good,1,0,IP103,,Amy,no,iri2016-3461,3461,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_EtoshaHeights,2020,Etosha_2020,7/23/2020,female,,12/31/2022,active,IRI2016-3461,OUF anisotropic,1.407399213,1.577848236,20.71185122,22.70930019,21.687592,10.15904051,10.44127826,10.30017267,186.2809829,351.219901,5116.125639,11,0,12.00065177,13.36167273,14.79474515,351.219901,1850.408269,12.00065177,13.36167273,14.79474515,351.219901,1850.408269,0,26.30309075,9.218427951,0.244051669,0.098395981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,2.0001777,0.006663677,0.282900447,0.03055713,26.01800379,15.35958193,4.910454833,3.354357481,5.667087808,1.540893832,35.01595073,9.181210181
173,173,189,IRI2016-3457,11125,7/23/2020,1/1/2022,527,good,good,1,0,IP103,,Potsy,no,iri2016-3457,3457,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_EtoshaHeights,2020,Etosha_2020,7/23/2020,female,,12/31/2022,active,IRI2016-3457,OUF anisotropic,5.201218577,6.508086475,37.78299678,40.31252538,39.02727273,12.17978535,12.39607958,12.28793901,51.40906755,97.22697438,12398.20265,8,0,130.3137517,160.6547376,194.1234905,97.22697438,296.7620518,130.3137517,160.6547376,194.1234905,97.22697438,296.7620518,0.07836322,26.09212108,9.000029641,0.234559289,0.085173475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,2.301899168,0.304735625,0.313415708,0.061008129,20.64396872,18.43181326,6.644363694,4.068373266,5.423730152,1.543571408,33.64807647,11.08423478
174,174,190,IRI2016-3455,11062,7/25/2020,1/1/2022,525,good,good,1,0,IP103,,Doy,no,iri2016-3455,3455,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Etosha,2020,Etosha_2020,7/25/2020,female,,12/31/2022,active,IRI2016-3455,OUF anisotropic,12.44667532,18.68158394,48.10266163,51.14647439,49.6012253,14.68695141,14.94952536,14.81824639,22.03609872,34.88734857,12234.34619,7,0,494.212521,709.9803904,964.2183578,34.88734857,85.35508194,494.212521,709.9803904,964.2183578,34.88734857,85.35508194,0.999920584,25.3819807,8.758395834,0.21138357,0.072744837,0,0,0,0.998252859,0,0,0,0,0,0.001747141,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,3.513058641,0.860616504,0.047202782,0.038040053,11.81170584,15.62623498,7.998094028,5.902646201,9.374841169,2.962299174,29.81790025,9.689047753
175,175,191,IRI2016-3462,11049,7/26/2020,1/1/2022,524,good,good,1,Probably okay,IP103,,Dozi,no,iri2016-3462,3462,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Etosha,2020,Etosha_2020,7/26/2020,female,,12/31/2022,active,IRI2016-3462,OUF anisotropic,1.966869978,7.302948204,50.92822839,54.11288969,52.49641516,12.81730014,13.0485164,12.93291538,5.508901165,7.212860115,12018.39342,12,0,1123.050819,2747.381143,5085.697969,7.212860115,11.01952567,1123.050819,2747.381143,5085.697969,7.212860115,11.01952567,0.866486529,25.08782953,8.965929209,0.230114335,0.075510953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,2.907294835,0.905752032,0.130935681,0.132941576,12.12254629,13.31054632,5.087419534,4.339288657,8.040928237,2.256975305,35.59357864,7.622311415
176,176,192,IRI2016-3460,10788,7/26/2020,1/1/2022,524,good,lessthanstellar,1,"No great, but okay",IP103,,Bonnet,no,iri2016-3460,3460,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Etosha,2020,Etosha_2020,7/26/2020,female,,12/31/2022,active,IRI2016-3460,OUF anisotropic,1.58170936,4.350660397,54.04151692,57.44028965,55.71499246,15.52064567,15.80853603,15.66459995,6.60567102,9.511999797,11372.98213,10,0,1480.772084,3157.089237,5457.20407,9.511999797,14.28472371,1480.772084,3157.089237,5457.20407,9.511999797,14.28472371,0.979788961,25.08567453,9.203604814,0.235155584,0.098252706,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,4.780759037,2.754705783,0.080043842,0.092800594,8.557792208,9.864192073,4.396915584,3.875561362,5.870779221,2.179990038,33.8851461,7.870648813
177,177,193,IRI2016-3459,11049,7/26/2020,1/1/2022,524,good,ok,1,0,IP103,,Oryx,no,iri2016-3459,3459,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Etosha,2020,Etosha_2020,7/26/2020,female,,12/31/2022,active,IRI2016-3459,OUF anisotropic,5.207546538,6.526176163,48.04633007,51.11544691,49.55713505,14.78816501,15.05541258,14.92179702,50.99158425,96.26676183,11975.81351,9,0,282.8907286,349.1389736,422.2523109,96.26676183,290.6548615,282.8907286,349.1389736,422.2523109,96.26676183,290.6548615,1,25.14802492,9.252893824,0.21828449,0.082904752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,3.146774936,0.744669508,0.04351231,0.027157857,7.053484861,6.936314772,5.947150918,5.229222386,8.898116506,2.532343401,30.56608122,7.000946887
178,178,194,IRI2016-3523,2458,11/9/2020,1/1/2022,418,bad,,#N/A,#N/A,IP103,,IRI2016-3523,no,iri2016-3523,3523,OssiUnit,reticulata,,reticulata,37N,32637,3,Kenya,BAD,2020,Garissa_2020,11/9/2020,male,subadult,12/31/2022,active,IRI2016-3523,OUF anisotropic,6.932840394,35.18665715,34.82411801,40.44766862,37.53071256,10.97777884,11.4235254,11.20068254,9.582062282,12.68312407,2425.381684,1,0,206.5219152,391.4048033,634.4056587,12.68312407,16.3128467,206.5219152,391.4048033,634.4056587,12.68312407,16.3128467,0,31.70145044,6.763455241,0.496418072,0.133679784,0,0.004266874,0.000775795,0,0.084173778,0.305275407,0,0,0.081070597,0.091155935,0.12257564,0.102792863,0.205973623,0.00155159,0.000387898,0,0,0,ClosedToOpen shrubland,4.602743964,1.557825572,33.89797324,19.03060076,40.4815534,21.30992737,0,0,0,0,0,0
179,179,195,IRI2016-3465,7212,11/26/2020,1/1/2022,401,good,good,1,0,IP103,Murch_19_3445,Bumblefoot,no,iri2016-3465,3465,OssiUnit,camelopardalis,camelopardalis,giraffa_camelopardalis,36N,32636,3,Uganda,UGA_PianUpe,2020,Twiga5,11/26/2020,female,,12/31/2022,rapid voltage drop,IRI2016-3465,OUF anisotropic,7.420625062,10.45140997,49.28778355,53.08142266,51.14944448,16.45301037,16.81277454,16.63290583,25.41383603,46.40702403,8210.848348,4,0,369.1582862,503.4833309,658.3281644,46.40702403,104.5561319,369.1582862,503.4833309,658.3281644,46.40702403,104.5561319,0.951590753,29.77939786,4.988893186,0.545633576,0.125831626,0.00640659,0,0,0,0,0.018647752,0,0,0.001487244,0.972886397,0,0,0.000572017,0,0,0,0,0,Mosaic ForestShrubland,5.624466554,1.741692214,65.68840559,10.57344729,9.852941176,9.779871023,0,0,9.931792172,4.092740681,19.88349737,5.136562451
180,180,196,IRI2016-3463,5581,11/29/2020,9/21/2021,296,good,good,1,0,IP103,Murch_18_3304,Corona,no,iri2016-3463,3463,OssiUnit,camelopardalis,camelopardalis,giraffa_camelopardalis,36N,32636,3,Uganda,UGA_PianUpe,2020,Twiga5,11/29/2020,female,,9/21/2021,fell off,IRI2016-3463,OUF anisotropic,5.173029345,6.783959386,45.35271517,49.15765141,47.21687159,16.88068734,17.27282162,17.07676995,38.38804009,69.92848512,7284.979692,3,0,282.7938655,362.8150649,452.6544725,69.92848512,147.2111027,282.7938655,362.8150649,452.6544725,69.92848512,147.2111027,0.991572294,28.63520319,5.200426247,0.50764288,0.125060967,0.011056996,0,0,0,0,0.006449914,0,0,0.000658155,0.98117678,0,0.000131631,0.000526524,0,0,0,0,0,Mosaic ForestShrubland,5.990509827,1.754326352,66.74546498,8.777385309,11.21938372,10.3287749,0,0,9.351198314,3.571739502,19.37911509,4.62304205
181,181,197,IRI2016-3466,5749,12/4/2020,10/3/2021,303,good,good,1,0,IP103,Murch_17_098,Mama Kubwa,no,iri2016-3466,3466,OssiUnit,camelopardalis,camelopardalis,giraffa_camelopardalis,36N,32636,3,Uganda,UGA_PianUpe,2020,Twiga5,12/4/2020,female,,10/3/2021,fell off,IRI2016-3466,OUF anisotropic,6.456463212,9.195019404,50.38358582,54.65605209,52.47635554,15.93679757,16.32038905,16.12860899,24.32542401,44.095566,6791.124963,5,0,312.0546875,429.3108654,564.9795357,44.095566,97.63519233,312.0546875,429.3108654,564.9795357,44.095566,97.63519233,0.990652921,28.72414297,5.208711116,0.521927238,0.128311792,0.010034364,0,0,0,0,0.005910653,0,0,0.000549828,0.982955326,0,0,0.000549828,0,0,0,0,0,Mosaic ForestShrubland,6.031983289,2.107475812,66.43330477,10.22843565,9.731683849,9.21584754,0,0,9.509553265,3.728224027,19.22584192,4.691176903
182,182,198,IRI2016-3474,3599,12/12/2020,5/11/2021,150,good,ok,1,0,IP103,Tawi,Tawi,no,iri2016-3474,3474,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Kenya,KEN_Amboseli,2020,Amboseli_2020,12/12/2020,female,,5/11/2021,fell off,IRI2016-3474,OUF anisotropic,3.191839048,4.568400811,31.28970026,35.78071101,33.45994206,11.19268074,11.60775052,11.40024156,24.31242549,43.67293624,2897.728823,12,0,52.553831,72.42166972,95.42557148,43.67293624,96.82645768,52.553831,72.42166972,95.42557148,43.67293624,96.82645768,0.001944985,27.82036161,6.702656255,0.395680444,0.109797941,0.000277855,0,0,0.994720756,0,0,0,0,0,0,0,0,0,0,0,0.005001389,0,0,ClosedToOpen herbaceous,10.6382392,2.33304258,81.30547193,16.42364697,9.767991109,10.10100838,0.685190331,2.850953862,5.509863851,3.088260682,18.02611837,2.973551416
183,183,199,IRI2016-3476,6445,12/13/2020,1/1/2022,384,good,good,1,0,IP103,Kitirua,Kitirua,no,iri2016-3476,3476,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Kenya,KEN_Amboseli,2020,Amboseli_2020,12/13/2020,female,,12/31/2022,active,IRI2016-3476,OUF anisotropic,3.033717806,3.741906052,35.89554798,39.11787036,37.47208818,15.86021246,16.23392206,16.04708221,61.48970248,111.7750553,7082.879793,14,0,96.63252005,117.3824393,140.1204117,111.7750553,315.400748,96.63252005,117.3824393,140.1204117,111.7750553,315.400748,0.268904271,26.81857765,6.357196698,0.289403494,0.118560366,0.011492752,0,0,0.870967742,0,0,0,0,0,0.008227765,0,0,0.000130599,0,0,0.109181141,0,0,ClosedToOpen herbaceous,4.52222143,0.475504181,14.23113047,7.177907038,7.556353663,8.29178199,3.620739193,4.544115389,5.418310043,3.315111236,16.28287841,3.766418002
184,184,200,IRI2016-3475,3649,12/13/2020,5/17/2021,155,good,good,1,0,IP103,Atgra,Atgra,no,iri2016-3475,3475,OssiUnit,tippelskirchi,,tippelskirchi,36S,32736,3,Kenya,KEN_Amboseli,2020,Amboseli_2020,12/13/2020,female,,5/17/2021,fell off,IRI2016-3475,OUF anisotropic,5.751532334,9.553531243,26.4271961,30.4065145,28.34711487,12.4034043,12.88564369,12.64455555,14.1965037,24.66174822,2640.895788,13,0,96.74124603,149.9834567,214.7120442,24.66174822,44.4144068,96.74124603,149.9834567,214.7120442,24.66174822,44.4144068,0.001644286,27.46993141,6.565090051,0.388459642,0.114948364,0,0,0,0.988773275,0,0,0,0,0,0,0,0,0,0,0,0.011226725,0,0,ClosedToOpen herbaceous,10.51521959,2.882635159,74.20726405,20.51508955,10.41134557,9.996155652,0.837215676,2.79563933,5.206083859,3.219536075,17.89805426,3.328673121
